conversation_ID,emotion_utterance_ID,emotion,cause_utterance_ID,emotion_cause
1043,3,joy,2,you like the drums !
1043,3,joy,3,that is great !
1043,5,joy,2,you like the drums !
1043,5,joy,3,that is great !
1043,5,joy,4,"I was worried , that , you know , they would maybe an unbearable living situation ."
1043,5,joy,5,apparently not .
1043,7,joy,6,we already learned a song .
1043,8,joy,8,That is fun .
1045,2,anger,2,"Every five minutes , Joey throws his sticks in the air , and I have to hear , "" Oh my eye !"
1045,3,anger,2,"Every five minutes , Joey throws his sticks in the air , and I have to hear , "" Oh my eye !"
1045,4,anger,2,"Every five minutes , Joey throws his sticks in the air , and I have to hear , "" Oh my eye !"
1045,4,anger,4,it is so annoying .
1045,6,surprise,6,"you got Joey drums to annoy Rachel , so she would not wanna live there anymore ?"
1047,1,joy,1,I am a friend of Santa and he sent me here to wish you a Merry Christmas !
1047,2,surprise,1,I am the holiday armadillo ! I am a friend of Santa and he sent me here to wish you a Merry Christmas !
1048,3,joy,3,"That is right , and that is why we celebrate Hanukkah today ."
1048,4,joy,4,Awesome !
1048,5,joy,4,Awesome !
1048,8,joy,8,Hey !
1048,10,surprise,10,It looks like the Easter Bunny funeral in here .
1048,11,joy,11,we are ... we are ... we are lighting the candles !
1049,1,anger,3,I had plans with Joey tonight and he left me this note .
1049,1,anger,4,""" Pheebs , can not make it , got a date . Talk to you later . Big Daddy . """
1049,2,surprise,1,Joseph Francis Tribbiani are you home yet ? ! !
1049,3,anger,3,I had plans with Joey tonight and he left me this note .
1049,3,anger,4,""" Pheebs , can not make it , got a date . Talk to you later . Big Daddy . """
1049,6,joy,6,you know what nickname never caught on ? The Ross ... A ... Tron !
1049,7,joy,7,Hey !
1049,8,anger,3,I had plans with Joey tonight and he left me this note .
1049,8,anger,4,""" Pheebs , can not make it , got a date . Talk to you later . Big Daddy . """
1049,9,surprise,8,Here is Joseph Francis !
1049,9,surprise,9,What are you middle naming me for ? !
1049,10,anger,3,I had plans with Joey tonight and he left me this note .
1049,10,anger,10,That does not give you the right to ditch me !
1049,11,anger,10,That does not give you the right to ditch me !
1049,13,anger,12,"he is right , that is the rule ."
1049,13,anger,13,I do not accept this rule .
1049,14,anger,11,you can cancel plans with friends if there is the possibility for sex !
1049,15,anger,11,you can cancel plans with friends if there is the possibility for sex !
1049,15,anger,15,I can not just be a way to kill time til you meet someone better !
1049,16,anger,11,you can cancel plans with friends if there is the possibility for sex !
1050,1,joy,1,Hi !
1050,2,anger,2,They delivered it to the wrong address again !
1050,4,sadness,3,just bring it back downstairs
1050,4,sadness,4,I can not seem to say goodbye .
1050,5,surprise,5,we ate an entire cheesecake two days ago and you want more ?
1050,6,anger,5,"Are you serious ? ! Chandler , we ate an entire cheesecake two days ago and you want more ?"
1050,10,surprise,10,My whole mouth just filled with saliva !
1050,11,anger,11,We are just hungry ! We have not had lunch ! We are just light ... headed !
1051,1,sadness,1,Mel Torme died .
1051,3,sadness,3,Does that mean the Sam Goody’s sale is over ? !
1052,2,surprise,2,"I did not pay , I thought you paid !"
1053,1,surprise,1,It is still there !
1053,4,fear,4,"By then , the cheesecake may have gone bad . We do not want her to come back to bad cheesecake ."
1053,5,fear,4,"By then , the cheesecake may have gone bad . We do not want her to come back to bad cheesecake ."
1053,5,fear,5,that could kill her .
1053,6,fear,4,"By then , the cheesecake may have gone bad . We do not want her to come back to bad cheesecake ."
1053,6,fear,5,that could kill her .
1053,9,fear,11,I just heard her moving around in there .
1053,10,surprise,9,we should move quick .
1053,11,fear,11,I just heard her moving around in there .
1053,12,fear,11,I just heard her moving around in there .
1054,1,surprise,1,That is David !
1054,3,sadness,3,David who went to Russia and broke my heart David !
1054,4,surprise,6,Phoebe ?
1054,6,surprise,6,Phoebe ?
1054,7,surprise,7,What ... what are you doing here ? Are not you supposed to be in Russia ?
1054,8,surprise,8,you look phenomenal !
1054,9,joy,8,you look phenomenal !
1054,9,joy,9,You look great too .
1056,2,anger,2,Limited seating my ass . Let see who made the cut .
1056,2,anger,4,I am a relative and I did not get invited !
1056,4,anger,4,I am a relative and I did not get invited !
1056,5,disgust,5,"Stop saying , "" Blood "" to strangers ."
1056,6,anger,4,I am a relative and I did not get invited !
1057,3,surprise,2,It is a date .
1057,4,surprise,2,It is a date .
1057,4,surprise,4,schedule a date on the same night you have plans with a friend
1057,5,sadness,4,"you ... you must be mistaken , because I know you would not schedule a date on the same night you have plans with a friend !"
1057,6,anger,4,schedule a date on the same night you have plans with a friend
1057,6,anger,5,do not make me feel badly about this .
1057,6,anger,8,you made me feel really guilty about going out with that girl !
1057,6,anger,10,"And now Pheebs , you are doing the same thing !"
1057,7,anger,4,schedule a date on the same night you have plans with a friend !
1057,7,anger,8,you made me feel really guilty about going out with that girl !
1057,7,anger,9,Like ... like ... like I did something terrible to you !
1057,7,anger,10,"And now Pheebs , you are doing the same thing !"
1057,8,anger,4,schedule a date on the same night you have plans with a friend !
1057,8,anger,8,you made me feel really guilty about going out with that girl !
1057,8,anger,9,Like ... like ... like I did something terrible to you !
1057,8,anger,10,"And now Pheebs , you are doing the same thing !"
1057,9,anger,4,schedule a date on the same night you have plans with a friend !
1057,9,anger,8,you made me feel really guilty about going out with that girl !
1057,9,anger,9,Like ... like ... like I did something terrible to you !
1057,9,anger,10,"And now Pheebs , you are doing the same thing !"
1057,10,anger,4,schedule a date on the same night you have plans with a friend !
1057,10,anger,8,you made me feel really guilty about going out with that girl !
1057,10,anger,9,Like ... like ... like I did something terrible to you !
1057,10,anger,10,"And now Pheebs , you are doing the same thing !"
1057,11,anger,10,"And now Pheebs , you are doing the same thing !"
1057,12,anger,10,"And now Pheebs , you are doing the same thing !"
1057,12,anger,11,"That ... It is not the same thing ! This is totally different ! This is with David ! Remember David , the scientist guy ? Okay , he’s very special to me ."
1057,13,surprise,12,She was a scientist too !
1057,13,surprise,13,She was ?
1057,14,anger,12,She was a scientist too !
1057,17,anger,17,I do not have time to convince you because he is only here for four hours
1057,18,anger,17,"I do not have time to convince you because he is only here for four hours , and I am gonna go see him !"
1057,19,anger,18,Fine !
1057,20,anger,17,"I do not have time to convince you because he is only here for four hours , and I am gonna go see him !"
1057,20,anger,19,Yeah !
1057,21,anger,20,Fine !
1057,22,anger,17,"I do not have time to convince you because he is only here for four hours , and I am gonna go see him !"
1057,22,anger,22,"What are you still doing here ? ! I told you , lobster ravioli !"
1058,1,joy,1,Hey !
1058,2,surprise,2,I ... I ... I ... I did not think you were coming .
1058,3,joy,2,I ... I ... I ... I did not think you were coming .
1058,4,joy,4,you are here .
1058,5,joy,5,you are such a gentleman .
1058,5,joy,5,We are going to my place !
1058,5,joy,5,you are such a gentleman .
1058,5,joy,5,We are going to my place !
1061,1,joy,1,There is a piece that does not have floor on it !
1062,3,surprise,7,there is a bug stuck in tar right here .
1062,5,surprise,7,there is a bug stuck in tar right here .
1062,7,surprise,7,there is a bug stuck in tar right here .
1062,8,anger,8,"I bring you here to see the Bapstein ... King comet , one of nature most spectacular phenomenon , and all you care about are bugs stuck in tar and ... and some woman !"
1062,13,anger,12,where is the pipe that was holding the door open ?
1062,13,anger,13,I do not know !
1062,14,anger,12,where is the pipe that was holding the door open ?
1062,15,anger,14,Joey !
1062,15,anger,15,Do not look at me ! You are the one who wanted to come up and look for some stupid Burger King comet !
1062,16,anger,15,You are the one who wanted to come up and look for some stupid Burger King comet !
1063,5,sadness,5,I just ... can not sleep .
1066,4,anger,2,"Why do not you um , check the copy room , maybe you left the contracts in there ?"
1066,4,anger,3,How could I have left them in the copy room ?
1067,1,anger,1,I am starving ! What the hell was I thinking at dinner ? !
1067,4,surprise,2,I do not think anyone home here .
1067,4,surprise,4,No one home ?
1068,1,surprise,1,What are you doing ? !
1068,2,anger,2,what just happened
1068,2,anger,4,We were in the middle of sex ... and you fell asleep .
1068,4,disgust,4,We were in the middle of sex ... and you fell asleep .
1068,5,joy,5,"best time ever ! Yeah , you rocked my world !"
1069,1,surprise,1,How did you get back here ? !
1069,3,anger,3,We found your fire alarm in the trash chute .
1069,7,disgust,7,"The next time you want to dump a fire alarm in a trash chute , do not wrap it in a blanket that says , "" Property of Phoebe Buffay not Monica . """
1069,8,anger,7,"The next time you want to dump a fire alarm in a trash chute , do not wrap it in a blanket that says , "" Property of Phoebe Buffay not Monica . """
1069,10,anger,10,how to stop them from going off !
1069,12,surprise,11,There is a reset button under the plastic cover .
1069,12,surprise,12,There is a reset button ? !
1069,13,surprise,12,There is a reset button ? !
1069,14,surprise,12,There is a reset button ? !
1069,14,surprise,14,Why did not I see that !
1069,16,joy,16,here it is !
1069,17,surprise,16,here it is !
1070,1,joy,1,That really was some of your best work .
1070,2,joy,1,That really was some of your best work .
1070,3,disgust,3,I have to be up in seven minutes .
1070,6,joy,6,Do you wanna ?
1070,7,joy,7,You get the vacuum cleaner and I will get the furniture polish !
1071,5,surprise,7,mom and dad are selling the house !
1071,6,surprise,5,Oh my God !
1071,7,anger,7,mom and dad are selling the house !
1071,8,anger,7,mom and dad are selling the house !
1071,8,anger,8,they ... they did not even tell us !
1071,9,anger,9,I still do not know what happened to the window in the attic !
1072,2,joy,2,I can do that !
1072,2,joy,2,I love my office .
1072,2,joy,2,I can do that !
1072,2,joy,2,I love my office .
1073,3,joy,3,Hey !
1073,4,joy,4,it seems like just yesterday you guys used to come out to watch me work .
1073,5,sadness,5,you are selling the house .
1073,8,sadness,8,we can not store your childhood things anymore .
1073,9,joy,9,I can not wait to see everything again ! All of the memories
1073,11,joy,11,I used to love to play restaurant .
1073,13,anger,12,you used to love to play uncooked batter eater .
1073,13,anger,13,it is unreasonable to expect a child to wait for a light bulb to cook brownies !
1074,1,fear,3,you want to kill yourself
1074,3,sadness,3,you want to kill yourself
1074,4,sadness,4,"I uh , have been working for ten years now at this meaningless , dead ... end job and nobody here even knows I exist !"
1074,8,sadness,7,I ... I am sure that people know you exist !
1075,2,sadness,2,I have been talking to you for five minutes now about killing myself and no one even looked up from their desk .
1075,6,sadness,6,I got nothing .
1076,3,anger,3,"all my stuff is safe and dry and all hers is ... is , is growing new stuff !"
1076,4,anger,3,"all my stuff is safe and dry and all hers is ... is , is growing new stuff !"
1076,4,anger,4,this is exactly the kind of thing that makes her think you guys love me more than you love her .
1076,5,surprise,4,this is exactly the kind of thing that makes her think you guys love me more than you love her .
1076,5,surprise,5,does she really thinks that ?
1076,6,anger,3,"all my stuff is safe and dry and all hers is ... is , is growing new stuff !"
1076,6,anger,4,this is exactly the kind of thing that makes her think you guys love me more than you love her .
1076,7,joy,7,you were a medical marvel !
1076,8,sadness,8,I do not want to hear about it .
1076,9,surprise,8,I do not want to hear about it .
1076,11,sadness,3,"all my stuff is safe and dry and all hers is ... is , is growing new stuff !"
1078,2,surprise,2,So was she !
1078,3,surprise,2,I have got ... I have got goose bumps .
1078,7,surprise,6,"These jerks might not care about you , but the universe does ! And that says a lot !"
1078,8,anger,6,These jerks might not care about you
1078,9,anger,6,These jerks might not care about you
1078,10,anger,6,These jerks might not care about you
1078,11,sadness,6,These jerks might not care about you
1078,11,sadness,11,I really wished they would care just a little bit though .
1079,1,joy,1,"you are in a great place in your life . Come on , you have got a great job ! Good friends"
1081,3,joy,3,hopefully you will think it is really fun .
1081,4,surprise,4,A scooter !
1081,6,joy,6,I love it .
1081,7,joy,7,open ours next . Open ours next !
1081,9,surprise,9,"Now that you are a couple , we do not get two presents from you guys ?"
1081,10,disgust,10,For my last birthday you gave me a hug !
1081,12,joy,12,Happy birthday Grandma !
1081,13,sadness,13,It is better to be over the hill then buried under it .
1081,15,joy,15,That is funny
1081,17,joy,16,That was the joke !
1081,17,joy,17,It is funny !
1081,19,sadness,19,to be a grandmother you have to be married and have children and I do not have any of those things .
1082,3,disgust,3,I realized it was stupid to get upset about not having a husband and kids .
1083,2,joy,2,You are drunk ! Mom and dad are gonna be maaaaadd !
1083,3,anger,3,Are those crab cakes ? Did I not tell you to come straight to me when more crab cakes were ready ?
1083,5,joy,5,"You are so handsome ! I wanna make love to you right here , right now !"
1083,6,disgust,5,"I wanna make love to you right here , right now !"
1083,10,joy,10,Speech ! Speech ! Let hear from the birthday girl !
1083,12,joy,12,Everyone looking at me ! The plan working ! I did not even have to take off my top yet !
1083,13,joy,10,Speech ! Speech ! Let hear from the birthday girl !
1083,14,joy,10,Speech ! Speech ! Let hear from the birthday girl !
1083,15,joy,10,Speech ! Speech ! Let hear from the birthday girl !
1083,16,joy,16,you can not keep your hands off her for one second !
1083,17,joy,16,you can not keep your hands off her for one second !
1083,17,joy,17,I think it is nice .
1084,2,sadness,1,"We are gonna pick it up ... and move it . Now all we need is teamwork , okay ? We are gonna lift the car ..."
1084,3,anger,2,I really do not think
1087,1,anger,1,it is not true !
1087,3,anger,3,"if it were true , how dare you come to me ask me for tips about a character that I’ve been playing for 20 years"
1088,5,sadness,5,I lost my mom to suicide .
1088,6,anger,6,you cannot use that to get the cute guy and the last blueberry muffin .
1088,7,sadness,7,Did I use that already today ?
1088,9,joy,9,I win ! He is got Barney’s on his speed dial .
1088,10,anger,9,I win ! He is got Barney’s on his speed dial .
1088,10,anger,10,you do not know that is Barney’s the store !
1089,1,surprise,1,there is no way ! It can not be Ross !
1089,3,anger,5,that is just noise !
1089,4,anger,5,that is just noise !
1089,5,anger,5,that is just noise !
1089,6,anger,5,that is just noise !
1089,6,anger,6,It is not even a song !
1090,1,joy,1,Hi Pheebs !
1090,2,joy,1,Hi Pheebs !
1090,2,joy,2,Hi !
1090,9,anger,9,And do you remember going into my purse and stealing the phone ? !
1090,9,anger,11,You stole the phone !
1090,10,sadness,10,now you lost me .
1090,11,anger,9,And do you remember going into my purse and stealing the phone ? !
1090,11,anger,10,"Ooh , now you lost me ."
1090,11,anger,11,You stole the phone !
1090,12,anger,11,You stole the phone !
1090,12,anger,12,No I did not !
1090,13,surprise,11,You stole the phone !
1090,13,surprise,12,No I did not !
1090,14,fear,14,it does work !
1090,15,anger,11,You stole the phone !
1091,3,disgust,2,Do you want some shortbread ? Eh that is Scottish like you are .
1091,3,disgust,3,I do not like anything from my Scottish heritage .
1091,4,surprise,3,I do not like anything from my Scottish heritage .
1091,5,sadness,5,my entire family was run out of Scotland by ... Vikings .
1091,7,anger,7,You can not play bagpipes at the wedding ! !
1091,8,surprise,7,You can not play bagpipes at the wedding ! !
1091,8,surprise,8,How did you know about that ? !
1092,3,joy,3,You know the song ! Sing along !
1093,1,anger,1,"I just do not like the idea of when I say "" I do , "" he is thinking , "" Yeah , I would do her too ! """
1093,5,disgust,5,"we are trying to find someone to perform our wedding and they are all either boring or annoying or you know , can not stop staring at the ladies ."
1093,6,joy,6,You should have one of us do it !
1093,8,joy,8,Anyone can get ordained on the Internet and perform like weddings and stuff !
1093,10,anger,9,I call it ! !
1093,12,anger,11,neither of you is marrying us .
1093,12,anger,12,Does calling it not mean anything anymore ? !
1094,3,joy,2,"we would umm , repeat everything the other said , or uh , we would jump out of closets to scare each other , or switch the sugar for the salt so they would put salt on their cereal ."
1094,3,joy,3,That is a good one .
1094,4,surprise,3,That is a good one .
1094,4,surprise,4,You like that one ?
1094,5,joy,4,You like that one ?
1094,5,joy,5,"Yeah , you are funny ."
1094,6,surprise,5,you are funny .
1094,6,surprise,6,I am funny ?
1094,7,joy,5,you are funny .
1094,8,joy,8,I have got a ton of these !
1094,12,joy,12,"And then when they do it , they are left with a big black pencil line right down the center of their face ."
1094,13,joy,12,"And then when they do it , they are left with a big black pencil line right down the center of their face ."
1094,13,joy,13,Can I do it to you ?
1095,2,disgust,2,"Horny for Monica Minister called , wanting to know if we were still together ."
1095,3,sadness,3,We are never gonna find anybody .
1095,4,joy,4,then let me do it !
1095,14,joy,13,"it will not be some like , stranger up there who barely knows you ."
1095,14,joy,14,It will be me !
1095,15,joy,15,And I swear I will do a really good job .
1095,16,joy,16,I love you guys and ... and it would really mean a lot to me .
1095,17,joy,13,"it will not be some like , stranger up there who barely knows you ."
1095,17,joy,14,It will be me !
1095,17,joy,17,It might be kinda cool .
1095,18,joy,17,It might be kinda cool .
1095,18,joy,18,So I can do it ?
1096,2,anger,4,Ben learned a little trick .
1096,3,fear,2,I have a bone to pick with you .
1096,4,anger,4,Ben learned a little trick .
1096,5,joy,4,Ben learned a little trick .
1096,6,anger,4,Ben learned a little trick .
1096,8,anger,4,Ben learned a little trick .
1096,8,anger,8,You know I hate practical jokes ! They are mean and they are stupid and ... and I do not want my son learning them !
1097,2,fear,1,damnit !
1097,2,fear,2,Do not say that ! Do not say that !
1097,4,fear,3,Damn it !
1097,6,anger,1,Oh damnit !
1097,6,anger,3,Damn it !
1097,6,anger,5,Damn it !
1098,4,sadness,4,"he does not have any brothers or sisters , somebody gonna have to teach him this stuff !"
1099,1,joy,1,Hey !
1101,1,joy,1,Dinner ready !
1101,2,joy,1,Dinner ready !
1101,2,joy,2,What my little chef got for me tonight ?
1101,3,joy,2,What my little chef got for me tonight ?
1101,3,joy,3,Your favorite !
1101,4,joy,4,fried stuff with cheese !
1101,5,joy,4,fried stuff with cheese !
1101,5,joy,5,And lot of it !
1101,6,joy,2,What my little chef got for me tonight ?
1101,6,joy,4,fried stuff with cheese !
1101,6,joy,5,And lot of it !
1102,1,joy,1,So ... so when are you getting married ?
1102,3,joy,2,I just like to try these on .
1102,3,joy,3,I do the same thing .
1102,5,joy,4,I am just kidding . I am getting married July 25
1102,5,joy,5,I am just kidding too . I am getting married in December .
1102,8,joy,6,So when are you getting married ?
1102,8,joy,7,May 15 .
1102,8,joy,8,it is getting close !
1102,12,surprise,11,Did he show you the photos of the nude wedding he did ?
1102,12,surprise,12,The best man ?
1102,13,joy,12,Wow !
1102,15,sadness,15,My fiancee wants the heavy metal band Carcass .
1102,16,joy,15,My fiancee wants the heavy metal band Carcass .
1102,16,joy,16,they are both great !
1102,19,disgust,19,This place is so overpriced .
1103,2,surprise,1,a guy who was helping me before had to leave because he hurt his back .
1103,2,surprise,2,Boyfriend ?
1103,6,joy,6,what a beautiful name !
1103,19,joy,16,would you like to have dinner with me tonight ?
1103,19,joy,18,how about tomorrow ?
1103,19,joy,19,Sounds great !
1104,4,disgust,3,"let ... let look at this objectively , I think I should date her ."
1104,7,sadness,7,This can go on for a while .
1104,10,joy,9,we will each go out with her one more time . And ... and we’ll see who she likes best .
1104,10,joy,10,That sounds fair .
1104,11,joy,11,Maybe I will take her to that new French restaurant down the street
1104,12,anger,11,Maybe I will take her to that new French restaurant down the street
1104,14,anger,11,Maybe I will take her to that new French restaurant down the street
1104,14,anger,14,I do not have the money to take her to a fancy place like that .
1105,1,joy,1,You spent a hundred dollars . That is the limit . You are screwed !
1105,3,anger,2,I sent the flowers before the actual date .
1105,3,anger,3,So that is the way it is gonna be huh ?
1105,5,anger,2,I sent the flowers before the actual date .
1105,5,anger,3,So that is the way it is gonna be huh ?
1105,7,anger,2,I sent the flowers before the actual date .
1105,7,anger,3,So that is the way it is gonna be huh ?
1105,7,anger,4,What are you gonna do ?
1105,7,anger,5,I do not know .
1105,7,anger,6,Why am I not surprised ?
1105,9,anger,8,I do not think you have much choice .
1105,11,disgust,2,I sent the flowers before the actual date .
1105,11,disgust,3,So that is the way it is gonna be huh ?
1105,11,disgust,8,I do not think you have much choice .
1106,1,disgust,1,maybe it is stupid .
1106,3,joy,2,it is just while Monica and I were dancing to them it was ... the first time I knew that ... you were the woman I wanted to dance all my dances with .
1107,1,surprise,1,That guy at the counter is totally checking you out !
1107,2,surprise,1,That guy at the counter is totally checking you out !
1107,2,surprise,2,he is really cute .
1107,3,joy,1,That guy at the counter is totally checking you out !
1107,3,joy,2,he is really cute .
1107,4,surprise,1,That guy at the counter is totally checking you out !
1107,4,surprise,3,Go for it .
1107,7,joy,7,"Very flattered but umm , I am engaged ."
1107,9,joy,9,that was really fun .
1108,1,joy,2,"We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck ."
1108,2,joy,2,"We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck ."
1108,3,joy,3,you are getting me all tingly .
1108,4,joy,2,"We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck ."
1108,4,joy,4,"All I could think of was you know , "" Is he gonna kiss me ? Is he gonna kiss me ? """
1108,6,joy,6,this hickey speaks for itself .
1108,8,joy,8,I just like him so much
1108,9,joy,8,I just like him so much that I just feel like I have had 10 drinks today and I have only had six .
1108,10,sadness,9,I have not had that feeling since I first started going out with Chandler .
1108,10,sadness,10,I am never gonna have that feeling again
1108,12,disgust,12,"a guy would be saying , "" I am never gonna get to sleep with anyone else . """
1108,13,surprise,14,I am never gonna get to sleep with anyone else !
1108,14,surprise,14,I am never gonna get to sleep with anyone else !
1108,15,surprise,15,I have been so busy planning the wedding that I forgot about all the things that I would be giving up !
1108,16,sadness,14,I am never gonna get to sleep with anyone else !
1108,16,sadness,16,I ... I am never gonna have a first kiss again .
1109,2,surprise,1,Have you ever had a guy have a crush on you ?
1109,2,surprise,2,Is that why you wanted to tie my tie ?
1109,3,sadness,3,There is this kid in my class who said he is in love with me .
1109,4,surprise,3,There is this kid in my class who said he is in love with me .
1109,5,surprise,4,Whoa !
1109,5,surprise,5,Whoa what ?
1109,6,joy,6,Ross has a boyfriend .
1109,8,surprise,7,There’s a guy in one of my classes who ... who has a crush on me .
1109,12,surprise,13,Am I giving out some kind of ... sexy professor vibe ?
1109,13,surprise,13,Am I giving out some kind of ... sexy professor vibe ?
1109,14,disgust,13,Am I giving out some kind of ... sexy professor vibe ?
1109,15,sadness,15,my natural charisma has made him fail his midterm .
1109,16,sadness,15,my natural charisma has made him fail his midterm .
1109,17,sadness,17,I had a crush on a teacher once and it was so hard !
1109,18,sadness,17,I had a crush on a teacher once and it was so hard !
1109,18,sadness,18,I could not concentrate and I blushed every time he looked at me .
1111,2,anger,2,I can not have it
1113,3,joy,3,it is just such an honor to be nominated for a Nobel Prize ...
1113,5,joy,3,it is just such an honor to be nominated for a Nobel Prize ...
1113,5,joy,5,Thank ... thank you Neil . Thank you for the words .
1114,1,joy,1,How was your audition ?
1114,4,joy,4,I am gonna be a big movie star !
1114,5,surprise,4,I am gonna be a big movie star !
1114,5,surprise,5,You got it ? !
1114,6,joy,6,the audition went really good .
1114,7,joy,6,the audition went really good .
1114,9,joy,9,It is really classy !
1114,10,joy,9,It is really classy !
1114,10,joy,10,the director is supposed to be the next next Martin Scorcese .
1114,11,surprise,10,the director is supposed to be the next next Martin Scorcese .
1114,14,joy,14,Hello !
1114,15,joy,15,They loved me !
1114,19,surprise,19,They want me to be totally naked in the movie !
1114,20,surprise,19,They want me to be totally naked in the movie !
1114,21,fear,19,They want me to be totally naked in the movie !
1114,21,fear,21,My grandmother gonna see this !
1116,2,surprise,1,Lusts of the flesh .
1117,7,joy,7,we could have sex again .
1117,8,disgust,8,bossy and domineering
1117,9,anger,8,bossy and domineering
1117,9,anger,9,sloppy and immature !
1117,10,joy,7,we could have sex again .
1117,11,sadness,7,we could have sex again .
1117,11,sadness,11,"we can not . My Cousin Cassie is in the guest room , we are supposed to have lunch ."
1117,12,anger,7,we could have sex again .
1117,12,anger,11,"we can not . My Cousin Cassie is in the guest room , we are supposed to have lunch ."
1117,12,anger,12,obsessive and shrill .
1117,13,anger,12,obsessive and shrill .
1117,13,anger,13,Shrill ? !
1117,14,joy,14,You must be Chandler .
1117,15,joy,14,You must be Chandler .
1117,15,joy,15,Hi ! Nice to meet you !
1117,16,joy,15,Hi ! Nice to meet you !
1117,16,joy,16,Nice to meet you too .
1118,1,surprise,1,you did see me that day . Because it seemed like you did not .
1118,4,joy,4,letting me stay here
1118,6,surprise,6,You do a great Chandler !
1118,8,joy,8,"maybe after we get reacquainted uh , you can do me ."
1118,9,disgust,8,"maybe after we get reacquainted uh , you can do me ."
1119,3,joy,2,I am all done .
1119,7,joy,7,"remember the time I uh , I pinned you down and tickled you til you cried ?"
1119,8,sadness,8,We are probably too old to do that now .
1119,9,joy,9,"I will always remember that summer , because it is when I got all of these freckles ."
1119,11,surprise,10,I will always remember that summer because that is when I realized that we are related .
1119,11,surprise,11,It took you that long to figure it out
1120,1,joy,1,"we have a lot of options here , a number of prototypes for you to try on ."
1120,2,joy,2,This looks great !
1120,3,joy,2,This looks great !
1120,4,surprise,3,this one is made of bologna .
1120,4,surprise,4,And ... and ... and ... and ... and the toothpicks ?
1121,2,sadness,4,forgetting to throw you a bridal shower .
1121,2,sadness,5,forgetting to invite you to it .
1121,2,sadness,7,it took us so long to get you here that they ... they had to leave .
1121,3,surprise,2,we are so sorry .
1121,4,sadness,4,forgetting to throw you a bridal shower .
1121,6,surprise,6,You already had it ?
1121,7,sadness,7,it took us so long to get you here that they ... they had to leave .
1121,8,sadness,7,it took us so long to get you here that they ... they had to leave .
1121,8,sadness,8,"we wanted to throw you a big surprise and a great shower , and now you do not have either ."
1121,9,sadness,8,"we wanted to throw you a big surprise and a great shower , and now you do not have either ."
1121,9,sadness,9,We ruined everything .
1121,10,sadness,8,"we wanted to throw you a big surprise and a great shower , and now you do not have either ."
1121,10,sadness,9,We ruined everything .
1121,11,surprise,9,We ruined everything .
1121,12,joy,12,what you did was really sweet .
1121,13,joy,13,it kinda works out for the best .
1121,14,surprise,13,it kinda works out for the best .
1121,15,joy,15,"now , I get to spend my shower with the only people I really love !"
1121,16,joy,16,I get all those presents without having to talk to people I do not even like !
1121,17,fear,16,I get all those presents without having to talk to people I do not even like !
1123,3,joy,2,Thank you so much for letting me stay here .
1124,4,joy,4,I want you to attend our wedding as my guest .
1124,5,anger,4,I want you to attend our wedding as my guest .
1124,5,anger,5,Do not try to blue pin me !
1125,1,joy,1,what I got for your wedding
1125,3,joy,3,"Rachel hooked me up with a tux ! But not just any tux , Batman tux !"
1125,4,surprise,3,"Rachel hooked me up with a tux ! But not just any tux , Batman tux !"
1125,5,joy,3,"Rachel hooked me up with a tux ! But not just any tux , Batman tux !"
1125,5,joy,5,Made expressly for Val Kilmer and worn by him in the hit film ... that Batman film he was in .
1125,6,anger,8,If you wear that you will make mine less special .
1125,7,surprise,6,You can not wear that ! I am wearing the famous tux ! James Bond tux !
1125,8,sadness,8,If you wear that you will make mine less special .
1126,1,joy,1,we have been going out for three years .
1126,4,surprise,3,He was planning a party for his girlfriend at the time .
1126,5,joy,5,he was Theta Beta Pi at Syracuse .
1126,6,joy,5,he was Theta Beta Pi at Syracuse .
1126,6,joy,6,that is great !
1127,1,joy,1,I found one that fits !
1127,4,sadness,4,you look so handsome .
1129,2,surprise,1,"you are friend getting married , it is gotta change things ."
1129,2,surprise,2,You really think it would be that different ?
1129,3,surprise,2,You really think it would be that different ?
1129,4,sadness,4,"pretty soon they are gonna be having kids , and then they are just gonna be hanging out with other couples who have kids ."
1129,5,sadness,5,And then maybe they are gonna have to leave the city to be near a Volvo dealership .
1129,6,sadness,4,"pretty soon they are gonna be having kids , and then they are just gonna be hanging out with other couples who have kids ."
1129,6,sadness,5,And then maybe they are gonna have to leave the city to be near a Volvo dealership .
1129,6,sadness,6,things change .
1129,7,sadness,5,maybe they are gonna have to leave the city to be near a Volvo dealership .
1129,7,sadness,7,I do not want them to move to a Volvo dealership .
1130,2,surprise,5,How ... how did you write this ?
1130,3,surprise,3,I have never known love like this .
1130,4,surprise,4,You really like it ?
1130,5,surprise,5,How ... how did you write this ?
1130,7,anger,6,I stole Monica and changed the name .
1130,7,anger,7,You can not do that !
1130,8,anger,7,You can not do that !
1131,3,surprise,2,I did not send him an invitation .
1131,4,sadness,4,I do not even know the man . Okay ? We are not that close . I have not seen him in years .
1131,5,anger,2,I did not send him an invitation .
1131,5,anger,5,what are you gonna do when he finds out he was not even asked ? !
1131,9,disgust,9,the father of the groom is wearing a back ... less dress .
1132,5,joy,3,do you like the Knicks ?
